Week,Day,Date,Type,Link text,URL
7,3,21-Jul,Video,Iterators,https://jh.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=737a8372-4317-47c5-8492-ae23002795c1&query=iterator
7,3,21-Jul,Slides,Iterators,slides/day36_iterators.pdf
7,3,21-Jul,Recap,Day 37,questions/day37.html
7,3,21-Jul,Exercise,Exercise 37,exercise/ex37.html
7,3,21-Jul,LectureSlides,"Day 37 Notes (Sec 03)",slides/notes/sp23_day37_sec03.pdf
7,3,21-Jul,LectureSlides,"Day 37 Notes (Sec 04)",slides/notes/sp23_day37_sec04.pdf

8,1,24-Jul,Video,Lambdas,https://jh.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=5eb3773f-b093-4630-8e18-ae810038ea47
8,1,24-Jul,Slides,Lambdas,slides/day37_lambdas.pdf
8,1,24-Jul,Recap,Day 38,questions/day38.html
8,1,24-Jul,Exercise,Work on final project,#
8,2,26-Jul,Exercise,Work on final project,#
8,3,28-Jul,Exercise,Final exam,#

